"GameID","LeagueIndex","Age","HoursPerWeek","TotalHours","APM"
4778,3,"20","2","600",92.4972
4779,3,"26","6","138",100.9926
4783,6,"20","14","700",157.3128
4785,2,"24","2","20",45.4902
4787,3,"27","8","45",100.8924
4789,2,"18","12","350",54.8214
4791,6,"20","6","500",149.6046
4794,5,"19","28","650",124.3494
4801,5,"24","12","400",100.0614
4805,3,"24","8","225",61.974
4808,6,"21","12","400",130.2246
4809,3,"29","8","1000",188.1348
4817,6,"21","140","1800",197.7774
4818,5,"18","36","500",154.8198
4819,2,"26","30","150",134.1606
4820,4,"27","30","125",75.5628
4827,5,"18","10","600",158.205
4828,5,"18","6","300",184.11
4834,5,"22","20","500",60.1158
4836,5,"21","10","1000",142.1496
4839,6,"24","36","1000",283.2756
4840,5,"25","8","900",135.39
4841,3,"19","20","500",110.001
4842,4,"26","2","50",99.8118
4846,4,"23","20","450",95.4078
4855,3,"31","8","400",85.959
4858,6,"25","10","600",147.3372
4860,6,"20","2","200",114.318
4862,4,"22","4","100",88.701
4864,2,"25","10","120",47.9364
4867,4,"21","6","300",122.2782
4868,4,"44","6","500",89.5266
4874,4,"24","12","500",91.8138
4884,3,"18","12","240",74.9742
4889,1,"30","2","60",100.0932
4895,3,"23","28","1000",91.0542
4898,3,"27","4","400",73.2168
4900,3,"19","28","100",127.0134
4901,2,"19","24","500",83.487
4906,5,"23","2","500",102.2502
4910,3,"16","10","200",76.125
4911,2,"27","8","95",90.5532
4914,4,"20","20","500",75.207
4920,6,"21","8","250",149.5446
4923,5,"19","6","630",109.8264
4924,4,"18","10","500",78.0618
4929,5,"21","10","1000",71.1462
4931,6,"24","24","1274",66.5388
4934,6,"19","24","700",137.6646
4936,4,"19","28","1782",128.3844
4943,1,"21","8","200",69.7926
4945,4,"24","12","730",125.5896
4947,2,"29","20","800",61.0368
4948,5,"21","24","600",144.072
4950,4,"19","16","416",113.8716
4951,3,"24","10","400",43.9338
4953,6,"19","30","1200",155.9346
4954,2,"24","16","730",60.279
4960,1,"22","10","600",61.92
4961,5,"27","4","500",106.5534
4964,6,"27","14","850",145.1778
4967,3,"23","12","1200",85.4886
4971,3,"25","16","40",47.358
4976,4,"23","4","500",57.5244
4978,4,"39","8","500",86.7246
4982,5,"29","10","500",106.0896
4983,4,"29","28","800",115.4484
4984,2,"27","8","610",76.8552
4985,2,"20","30","450",132.7158
4987,6,"26","6","525",130.7844
4994,4,"22","16","800",88.3806
4995,6,"20","10","2000",145.1844
4998,2,"22","2","300",66.0912
5000,3,"28","30","1250",99.8388
5004,1,"24","6","150",35.04
5009,4,"31","28","800",133.962
5013,4,"25","24","800",140.673
5016,4,"25","20","1000",104.4366
5019,4,"19","56","400",105.6948
5020,1,"24","12","400",63.8106
5030,3,"17","10","80",76.1652
5031,5,"25","8","2671",128.8782
5040,5,"26","14","400",84.8472
5046,5,"28","8","1000",116.6256
5049,5,"30","28","730",117.054
5057,1,"26","10","12",30.6366
5058,4,"20","16","800",96.3216
5059,2,"19","28","730",73.6314
5060,1,"20","28","100",139.6362
5065,5,"16","28","730",109.296
5066,5,"17","24","900",102.7674
5070,2,"26","4","300",80.6976
5071,5,"20","20","500",118.4664
5072,5,"24","2","500",102.7416
5077,4,"16","6","75",229.9122
5079,5,"16","10","200",272.8404
5084,2,"17","20","25",118.2024
5086,6,"19","48","2016",155.9874
5088,3,"30","4","500",79.4016
5090,1,"29","8","90",80.3448
5091,5,"18","56","1200",106.8528
5093,2,"17","28","600",108.0102
5094,3,"20","16","780",65.1576
5096,4,"25","6","500",70.9686
5097,4,"16","16","550",80.4378
5098,3,"18","24","123",81.8724
5099,1,"27","4","100",30.9174
5100,4,"17","28","700",122.9646
5101,4,"18","12","900",101.6064
5106,5,"27","6","1100",100.587
5107,4,"27","10","900",74.3418
5108,4,"28","12","550",104.8356
5110,4,"24","16","450",73.0608
5111,6,"19","10","600",151.3002
5112,4,"17","24","300",104.2818
5114,4,"23","8","730",124.6482
5115,4,"21","2","50",67.8018
5118,6,"25","10","900",102.8304
5119,6,"19","28","450",193.5474
5121,5,"20","4","500",143.337
5122,4,"23","36","700",139.14
5124,5,"16","20","3000",146.256
5129,7,"23","56","2500",213.6318
5131,5,"21","42","200",101.547
5133,5,"21","8","400",102.6612
5135,4,"20","10","300",106.8774
5136,5,"18","24","1440",180.0756
5138,6,"16","20","1095",244.9746
5140,5,"18","24","1000000",281.4246
5141,6,"19","56","2920",152.1792
5143,5,"23","24","500",91.9722
5147,4,"22","84","640",149.6574
5151,6,"17","28","1600",236.6826
5152,5,"24","28","1344",184.281
5153,2,"21","20","600",83.4846
5154,4,"23","20","250",91.1574
5155,6,"16","28","2100",185.2836
5157,5,"19","16","600",92.364
5159,5,"18","8","500",161.3598
5160,6,"16","4","700",135.918
5162,6,"22","8","1000",190.641
5163,3,"21","20","900",116.1258
5165,3,"22","4","70",65.7534
5166,6,"29","12","1000",99.9768
5168,5,"18","8","350",139.0494
5170,6,"21","14","730",323.2506
5173,4,"18","6","500",108.6774
5174,4,"16","8","300",86.0814
5175,3,"19","28","1000",91.713
5180,3,"19","8","400",101.613
5188,2,"27","8","300",53.7174
5189,3,"17","6","300",48.8346
5192,5,"22","28","1500",189.48
5194,6,"20","42","1500",202.0128
5197,5,"16","28","720",151.5426
5199,3,"18","2","300",75.2184
5200,3,"19","28","130",145.332
5202,4,"24","14","500",61.0716
5206,4,"17","6","650",111.8142
5207,4,"20","10","400",186.8004
5209,5,"27","8","800",170.1816
5213,4,"16","10","1000",114.6312
5215,4,"23","24","900",65.8242
5220,5,"24","4","200",106.839
5224,5,"18","14","700",184.6602
5227,6,"20","20","50",138.3864
5229,4,"35","10","500",89.742
5230,5,"17","6","500",92.532
5233,4,"18","16","630",122.523
5235,5,"21","4","400",121.992
5241,4,"23","10","400",121.818
5243,4,"25","12","150",106.1208
5244,3,"17","28","400",71.8272
5245,3,"26","20","50",57.3438
5246,6,"19","16","2200",92.5428
5247,6,"23","12","1000",101.2134
5256,4,"21","24","200",114.8046
5262,5,"20","28","1350",97.2672
5263,5,"27","6","700",196.0464
5264,5,"23","10","500",216.3588
5268,6,"21","16","1000",215.1456
5271,5,"19","10","300",103.4796
5272,5,"20","16","1940",166.4838
5275,5,"30","24","730",52.1334
5283,3,"17","12","640",116.6142
5284,3,"26","6","500",42.408
5285,5,"19","20","250",182.625
5289,7,"16","28","2500",185.3424
5295,6,"22","10","600",108.5394
5296,3,"24","16","100",60.7014
5300,5,"23","4","900",155.0538
5302,3,"20","10","850",118.551
5303,6,"18","42","2200",181.6236
5304,1,"21","12","200",62.004
5309,4,"20","8","150",123.2898
5312,2,"22","8","700",81.3036
5315,6,"21","30","2000",133.932
5323,1,"18","28","200",49.7424
5325,5,"18","8","550",112.9572
5326,1,"20","20","16",73.2594
5331,5,"17","20","400",108.5178
5333,6,"19","14","2300",134.586
5335,3,"16","6","500",81.5658
5336,4,"20","10","730",62.7834
5339,4,"27","4","600",95.0778
5342,5,"21","30","320",174.654
5343,4,"16","4","420",140.0142
5345,6,"16","4","450",196.2258
5351,5,"26","6","200",147.4176
5354,3,"21","8","410",96.6828
5357,5,"24","12","800",118.4856
5359,5,"24","12","400",153.0948
5360,5,"23","10","500",170.799
5365,6,"21","12","600",127.584
5366,3,"31","10","400",92.7906
5367,6,"20","24","960",104.139
5372,4,"24","12","450",113.7816
5374,4,"22","2","80",52.6218
5382,5,"16","12","224",91.2678
5384,4,"20","14","500",206.838
5386,5,"21","4","200",190.2912
5387,6,"26","28","800",145.665
5388,4,"27","4","110",59.3004
5390,3,"21","10","150",95.5446
5393,4,"18","6","600",114.0096
5395,6,"18","24","500",168.201
5398,4,"18","20","900",78.2226
5400,5,"17","10","650",138.5094
5402,6,"18","28","1800",203.1504
5403,6,"21","8","700",156.4614
5405,5,"17","24","800",170.9808
5406,6,"24","8","500",117.615
5407,6,"21","56","1400",142.4454
5412,3,"18","12","730",85.1244
5413,4,"18","20","800",135.6042
5421,5,"19","10","500",113.9034
5422,4,"26","2","150",57.4362
5424,2,"23","8","300",61.4772
5431,4,"17","12","900",158.1228
5433,3,"30","2","400",66.7578
5434,2,"22","6","740",49.7832
5435,2,"19","6","150",56.1102
5438,5,"25","12","730",109.7556
5439,5,"21","28","960",215.6448
5442,2,"19","4","250",80.5524
5446,6,"22","6","400",150.9456
5451,3,"19","12","600",127.1154
5453,6,"18","36","1100",160.32
5456,6,"16","28","950",109.9092
5460,4,"17","10","450",59.0778
5461,3,"20","12","551",69.6228
5462,5,"24","6","450",102.8244
5464,4,"20","8","150",156.8004
5469,5,"17","6","400",127.854
5472,6,"17","14","450",85.1622
5473,4,"19","10","450",104.0328
5475,6,"17","6","1000",165.6588
5476,6,"23","10","400",75.6648
5483,1,"23","20","216",54.405
5487,6,"22","16","1000",179.5776
5488,5,"27","8","700",114.906
5489,6,"19","10","600",141.8994
5490,1,"35","8","250",49.4076
5491,5,"20","4","200",108.8298
5493,3,"22","6","800",110.7324
5495,6,"19","10","150",107.481
5497,5,"20","10","300",129.2286
5498,6,"22","14","800",194.523
5503,4,"23","8","600",102.0012
5504,5,"21","20","600",113.85
5508,3,"19","12","225",67.6524
5510,5,"22","16","600",96.9738
5515,6,"17","28","1344",183.2838
5517,5,"20","6","100",157.8264
5519,6,"19","24","300",184.35
5520,6,"22","24","2000",179.8236
5521,4,"16","10","500",99.4266
5522,5,"20","6","400",94.986
5525,4,"23","42","130",84.0648
5527,2,"22","12","250",99.5784
5532,6,"16","48","1500",246.2046
5533,4,"22","20","800",85.3884
5535,3,"21","36","700",118.1028
5536,4,"28","4","500",110.0514
5538,5,"25","2","120",160.9968
5541,3,"21","12","900",67.4568
5543,6,"16","8","1200",207.492
5545,4,"19","16","500",176.0322
5547,5,"17","10","350",146.7372
5548,4,"27","12","450",120.432
5551,5,"21","10","500",113.7714
5557,4,"20","12","750",82.7184
5558,1,"23","2","300",77.241
5561,6,"18","10","600",146.2686
5563,6,"25","10","400",119.6682
5564,4,"16","8","1000",149.6658
5566,4,"21","24","450",171.9984
5567,4,"22","4","500",102.8136
5568,6,"24","8","400",125.5464
5570,4,"17","6","500",108.8802
5571,5,"21","6","250",112.1898
5572,3,"27","28","90",95.4924
5576,4,"21","12","650",101.5134
5580,6,"22","20","840",121.7388
5582,5,"22","4","200",146.9604
5586,4,"27","8","850",112.0422
5596,3,"17","20","650",105.8082
5597,3,"16","12","300",75.3048
5599,5,"23","8","750",92.0592
5600,5,"17","10","130",84.5232
5604,7,"16","28","500",201.435
5605,6,"19","12","700",216.0318
5610,4,"22","10","18000",152.2374
5612,3,"16","10","400",118.8012
5614,2,"16","12","240",113.6718
5616,4,"26","6","235",80.8398
5617,6,"22","10","730",77.316
5618,3,"22","42","900",126.7926
5620,5,"29","10","1200",58.5948
5622,2,"18","8","30",85.9248
5623,4,"20","10","750",137.1996
5625,2,"29","2","150",85.6284
5627,4,"34","8","500",63.9402
5629,5,"18","28","1000",86.0208
5634,5,"20","16","1100",131.0622
5637,3,"16","14","300",142.7892
5640,7,"26","24","1000",219.669
5643,4,"22","10","250",109.5276
5644,6,"21","16","600",192.6942
5649,5,"21","6","110",126.0846
5653,6,"27","6","750",165.1536
5654,2,"21","20","700",86.6694
5655,3,"32","8","400",75.0612
5657,4,"26","10","600",60.1284
5658,6,"21","12","400",134.421
5663,1,"19","20","350",34.278
5666,3,"18","10","250",43.1106
5668,2,"23","6","100",54.915
5669,3,"23","4","500",56.6634
5670,4,"26","12","400",38.943
5671,4,"16","8","745",137.0124
5673,4,"21","12","600",216.4152
5674,2,"20","12","200",132.3936
5675,5,"22","6","600",129.4044
5678,5,"26","4","750",108.9084
5681,5,"17","20","900",184.5996
5684,5,"23","4","200",156.3168
5685,4,"24","20","400",96.6942
5688,3,"29","32","500",85.2774
5691,1,"16","32","50",42.3318
5692,6,"21","20","300",169.6308
5693,2,"28","24","100",63.8712
5697,5,"30","14","650",193.6908
5698,4,"20","28","100",99.6072
5702,5,"24","16","300",195.8406
5704,5,"18","6","200",144.675
5707,2,"28","4","160",73.9896
5708,5,"23","10","600",143.4306
5710,2,"24","16","120",78.1602
5711,4,"30","12","730",168.7188
5713,5,"21","6","840",195.7626
5717,4,"22","12","500",89.919
5718,3,"24","10","400",75.9876
5720,4,"28","16","160",46.7214
5729,5,"18","4","300",83.4336
5732,5,"22","2","300",112.4274
5735,5,"23","30","450",183.7728
5737,3,"21","12","100",81.9276
5738,1,"16","14","450",52.644
5747,2,"18","8","400",62.1354
5748,5,"18","28","530",88.323
5750,4,"16","2","450",177.8478
5751,4,"21","6","500",124.1958
5753,6,"22","28","1000",197.8584
5758,5,"24","12","800",128.7654
5760,5,"26","20","730",144.1116
5762,6,"24","6","550",250.7928
5764,5,"20","12","1460",126.27
5765,2,"21","8","30",71.6754
5766,4,"17","20","477",85.2102
5768,6,"20","30","450",240.5196
5769,3,"28","8","1000",75.6768
5771,5,"17","28","1270",151.7454
5777,1,"20","8","100",73.7214
5781,3,"21","30","2200",86.1066
5784,1,"19","4","60",68.4336
5787,4,"27","4","500",115.5444
5788,6,"18","12","500",183.1272
5796,6,"20","10","850",99.4914
5798,5,"20","10","600",62.2026
5799,6,"20","14","1000",283.3254
5800,5,"22","14","900",212.442
5802,5,"27","28","600",83.145
5804,3,"19","2","500",67.6968
5805,5,"20","10","730",169.9674
5807,1,"20","2","36",48.174
5809,5,"24","16","800",138.0072
5811,6,"20","24","1800",221.2698
5812,2,"22","4","174",48.1782
5814,5,"16","8","280",274.9086
5815,5,"25","16","950",66.5952
5818,4,"24","20","1000",109.5102
5819,6,"17","24","1500",203.841
5821,5,"25","16","600",84.1908
5823,6,"19","42","450",186.3396
5824,5,"23","28","450",175.7532
5828,6,"19","28","800",203.1486
5829,3,"19","14","400",98.2944
5831,3,"17","28","200",91.6326
5833,1,"19","14","100",50.5584
5836,6,"24","8","450",87.354
5838,3,"24","4","250",56.8356
5840,4,"18","28","750",102.786
5847,5,"29","8","365",85.7166
5854,5,"23","16","600",134.3874
5855,5,"22","28","1300",159.927
5856,6,"21","30","1000",201.7314
5859,6,"16","36","2600",88.5684
5860,6,"20","6","400",118.983
5861,4,"21","6","400",97.0002
5864,5,"17","6","400",73.9686
5870,3,"26","6","500",85.9506
5871,5,"22","16","1000",134.6574
5873,1,"19","16","20",65.9064
5877,5,"21","2","25",75.3972
5880,4,"17","24","500",122.571
5882,6,"20","10","1000",69.006
5883,1,"33","12","30",46.542
5888,5,"24","14","600",107.073
5892,5,"24","10","600",128.706
5901,5,"19","6","400",234.9972
5903,3,"23","12","150",140.796
5905,5,"19","6","80",108.3318
5907,4,"27","8","300",105.555
5908,4,"24","2","800",107.4966
5911,4,"21","20","450",84.3522
5915,6,"27","10","800",184.6992
5916,4,"26","10","250",140.8314
5925,5,"17","24","2400",104.8164
5926,4,"25","16","2000",57.7134
5927,3,"18","10","365",67.3992
5928,5,"17","12","610",180.5166
5929,4,"31","8","500",50.6712
5931,4,"24","2","125",89.5452
5933,1,"22","2","300",46.6974
5934,6,"18","14","730",268.0194
5943,5,"21","10","730",85.9692
5947,6,"23","12","730",104.7942
5948,5,"28","6","200",105.7638
5950,2,"23","12","500",76.212
5954,4,"21","4","550",99.7878
5955,5,"22","12","100",99.5784
5956,6,"23","30","1400",195.1164
5962,6,"21","10","700",105.3912
5963,2,"17","6","200",90.774
5968,6,"20","20","730",188.1816
5970,4,"21","40","600",112.3794
5971,5,"24","6","1100",75.3654
5973,6,"26","4","1000",143.7378
5978,5,"18","6","750",126.9762
5979,2,"16","24","300",80.6448
5982,1,"24","8","700",42.0726
5983,6,"20","30","500",186.1218
5987,6,"21","8","300",178.8738
5988,4,"26","4","500",78.9858
5995,5,"23","14","1200",120.6852
5997,6,"16","6","400",201.9108
5998,5,"19","4","400",100.3878
6000,6,"19","12","500",170.1384
6002,3,"16","12","1256",192.3036
6004,5,"21","10","200",160.0782
6011,4,"25","8","300",113.9784
6012,4,"26","6","500",66.222
6019,4,"18","8","700",192.8466
6020,5,"22","10","9000",106.0056
6022,4,"24","20","1880",138.2688
6034,6,"22","24","700",164.3844
6039,6,"21","28","1200",176.8704
6040,4,"25","10","400",214.2684
6043,4,"23","4","400",76.5978
6046,6,"21","14","360",160.0704
6047,5,"20","2","250",117.7332
6048,4,"29","8","320",85.7076
6052,5,"24","20","1500",84.0438
6055,6,"16","36","1000",200.8446
6056,4,"22","10","700",106.215
6059,4,"17","6","500",97.7304
6066,5,"16","10","600",117.7638
6067,2,"33","4","100",98.2176
6068,6,"20","28","800",158.8896
6070,3,"19","8","200",118.9374
6071,5,"19","10","500",151.203
6072,6,"26","20","840",139.4826
6074,3,"18","80","200",146.52
6079,6,"21","14","2500",133.2012
6082,3,"19","14","500",76.632
6083,5,"20","16","500",158.0088
6084,3,"17","14","80",91.6848
6085,6,"26","6","288",119.5176
6094,4,"17","14","730",137.7072
6098,4,"17","12","750",96.0354
6099,4,"19","10","730",172.5708
6100,4,"25","4","200",104.7372
6102,4,"25","24","800",66.417
6107,6,"16","42","1100",131.9886
6109,5,"21","10","2400",133.719
6111,6,"21","24","1800",123.6084
6113,4,"28","24","500",126.2514
6114,3,"24","14","200",144.6222
6115,2,"24","20","1000",80.5332
6116,5,"24","4","500",77.3016
6119,3,"24","16","1260",85.9872
6120,5,"20","10","1000",130.764
6123,4,"23","30","450",94.9794
6125,4,"28","24","500",115.4178
6126,6,"21","28","1000",232.4004
6130,3,"28","2","70",101.7978
6133,3,"26","10","500",82.3464
6136,5,"25","2","400",98.1156
6138,6,"16","14","600",139.824
6143,2,"16","10","300",94.0176
6149,5,"18","30","400",145.5672
6156,4,"20","12","1500",106.554
6157,6,"26","24","1500",73.113
6159,5,"20","12","500",131.7144
6160,5,"21","20","900",88.2372
6161,3,"16","42","200",125.0886
6164,6,"19","12","1000",86.9178
6167,6,"19","12","900",173.9508
6169,6,"24","8","250",71.1426
6172,1,"24","18","200",106.7454
6177,7,"21","6","500",115.7556
6180,3,"18","8","250",122.7948
6182,6,"20","28","1100",252.3096
6185,2,"17","12","170",47.8536
6186,6,"22","24","1600",139.3404
6189,3,"21","8","400",102.195
6197,6,"22","10","600",220.3812
6198,6,"18","8","500",168.7002
6206,6,"16","28","400",148.1742
6215,5,"17","20","500",119.6562
6216,3,"17","42","450",88.0602
6217,1,"17","10","700",62.0832
6218,6,"20","16","1150",155.5842
6219,2,"19","16","400",79.2078
6224,3,"21","24","400",89.4918
6226,5,"19","12","1200",137.292
6236,2,"27","6","50",60.8982
6237,1,"20","12","730",172.953
6241,4,"17","20","250",164.5758
6242,3,"24","20","10260",76.5852
6245,5,"20","24","500",139.6056
6248,5,"26","14","1260",114.3828
6253,3,"20","4","100",136.8276
6255,5,"17","14","600",168.4314
6258,6,"24","2","250",132.0744
6262,2,"24","28","500",66.8496
6263,4,"23","24","650",173.454
6265,4,"20","6","150",137.5104
6268,2,"36","4","200",82.3458
6269,6,"22","30","800",204.936
6271,5,"17","20","1700",194.7306
6275,5,"29","6","300",88.0152
6281,5,"22","6","700",122.0916
6282,6,"20","28","400",173.8164
6283,1,"17","6","100",102.5208
6286,6,"22","24","1500",177.0168
6288,2,"22","12","300",57.5388
6289,6,"26","2","450",151.4604
6290,3,"33","10","400",86.6238
6301,6,"22","42","2200",247.9752
6303,5,"25","10","300",208.3938
6305,4,"22","12","200",91.6206
6308,5,"19","8","600",177.3408
6309,6,"23","2","1000",173.358
6311,3,"26","6","730",101.526
6316,1,"20","16","400",35.4252
6321,5,"20","24","1250",116.7822
6322,2,"17","10","500",87.4632
6323,4,"21","6","800",50.7108
6324,1,"27","8","250",141.6282
6326,4,"24","12","1500",53.0424
6327,6,"21","42","2190",202.4922
6329,4,"19","14","90",77.406
6334,4,"23","12","300",78.2796
6336,6,"16","2","1260",170.9382
6339,3,"36","8","500",69.7284
6343,5,"20","24","730",207.5778
6344,2,"20","6","400",72.5826
6345,5,"18","4","500",145.1982
6350,4,"24","16","350",113.1234
6351,3,"20","6","200",114.2166
6352,3,"16","24","400",54.084
6358,5,"23","12","3000",157.6836
6359,2,"26","6","300",96.2022
6364,4,"18","28","840",118.404
6368,2,"30","24","500",102.426
6369,3,"19","12","450",75.0282
6371,3,"19","12","500",46.9446
6378,4,"24","4","220",110.1738
6380,4,"21","8","700",106.6218
6381,5,"18","10","600",122.8458
6383,2,"17","10","300",70.3926
6387,4,"23","8","750",98.661
6390,4,"24","8","400",109.6854
6393,7,"22","56","3000",169.6974
6395,2,"25","8","100",70.5
6397,5,"20","42","1500",130.716
6402,5,"26","8","730",62.268
6407,3,"26","40","400",69.174
6411,6,"18","24","650",106.0614
6412,3,"16","8","300",67.0446
6420,6,"24","20","1500",139.395
6421,5,"21","16","800",128.9532
6423,5,"29","16","550",70.437
6424,4,"23","10","600",93.0774
6425,4,"20","4","300",135.2568
6428,6,"22","4","500",168.642
6430,4,"22","20","1500",64.2816
6431,3,"20","40","160",129.2226
6432,2,"27","14","350",55.9146
6434,3,"20","16","560",75.3984
6440,3,"22","4","50",80.1252
6441,3,"20","8","400",155.2386
6442,5,"19","16","1000",177.4884
6443,5,"16","42","3000",112.2732
6446,6,"23","30","730",200.2284
6449,3,"23","8","730",182.3736
6452,3,"31","10","300",84.6708
6453,4,"20","4","220",123.7398
6454,2,"18","10","500",127.5114
6456,4,"19","8","500",52.311
6457,4,"35","6","350",112.3818
6458,2,"24","4","500",69.702
6466,4,"24","12","500",95.7972
6467,6,"17","28","1500",164.7216
6469,7,"23","36","1100",225.2022
6472,3,"25","14","600",50.6922
6474,6,"24","20","200",132.6138
6476,5,"19","16","350",213.4776
6478,3,"25","10","700",32.6112
6479,2,"25","10","150",71.1048
6481,3,"25","6","250",105.7092
6483,2,"21","4","500",68.3628
6484,5,"20","8","250",88.0626
6489,4,"24","10","610",125.2404
6490,5,"26","6","500",110.5482
6495,4,"20","6","300",123.1716
6496,3,"25","16","500",56.9742
6501,2,"28","12","100",65.1546
6503,4,"25","2","300",145.4652
6507,3,"21","6","300",79.6548
6509,5,"19","28","850",289.4268
6510,4,"21","20","800",108.9282
6511,3,"21","20","800",107.4774
6512,3,"19","8","500",94.1136
6514,4,"25","16","750",113.2794
6517,6,"20","42","1260",147.9276
6518,6,"20","8","25000",247.0164
6520,5,"26","16","500",140.6622
6522,3,"25","10","400",158.3064
6524,4,"32","12","2000",72.828
6525,5,"27","8","500",111.0432
6529,3,"16","12","600",88.4238
6531,6,"22","42","3000",216.8928
6532,4,"26","36","730",65.8302
6533,2,"24","6","200",94.8258
6543,5,"18","20","1500",149.7492
6545,5,"28","2","200",60.7074
6546,4,"19","20","800",110.8896
6547,4,"27","10","750",68.6358
6549,5,"25","10","250",80.7942
6550,6,"28","8","1000",253.9536
6554,4,"25","28","300",186.4248
6557,4,"24","6","200",123.9822
6560,5,"20","14","600",173.9916
6565,2,"18","12","300",82.3914
6567,4,"18","12","500",86.598
6572,6,"22","8","300",156.8142
6573,5,"26","6","300",124.371
6576,3,"27","6","500",91.9074
6581,2,"26","6","50",62.0004
6584,3,"31","16","1300",130.7862
6586,4,"28","20","800",81.4428
6587,4,"17","10","128",116.4738
6588,4,"16","28","450",175.1322
6596,3,"23","16","100",91.9332
6598,6,"19","2","110",174.6954
6600,2,"24","8","300",110.0604
6603,5,"27","12","900",73.3974
6605,2,"25","4","500",50.781
6606,5,"25","24","540",130.8156
6608,4,"22","6","500",126.3222
6609,3,"21","10","120",96.951
6611,6,"19","16","950",180.8538
6615,5,"20","10","280",129.1194
6618,5,"19","4","400",98.6058
6619,1,"26","30","200",41.9604
6623,5,"19","6","150",74.5506
6625,4,"18","14","1000",143.682
6627,6,"17","24","1350",120.0714
6629,6,"19","28","500",137.925
6630,5,"28","6","500",115.3374
6633,3,"30","12","500",87.2712
6638,5,"21","20","1080",113.139
6639,4,"34","8","500",143.8392
6642,6,"27","10","600",127.5282
6643,3,"22","30","2000",73.3212
6645,5,"20","12","400",231.7392
6649,6,"17","10","500",137.0124
6651,4,"27","8","900",96.3444
6653,5,"19","24","750",76.1976
6655,6,"24","12","600",221.2356
6657,5,"33","24","750",82.149
6658,6,"19","16","700",215.9634
6663,6,"21","28","800",208.2102
6664,6,"20","28","2000",135.492
6666,5,"25","16","100",161.4504
6670,6,"16","42","2000",231.042
6672,4,"19","8","400",64.1772
6678,5,"18","20","500",128.4498
6679,2,"24","10","150",39.0606
6683,3,"18","10","650",88.9056
6685,4,"26","16","750",125.1108
6686,1,"17","20","300",49.53
6687,6,"19","20","800",202.3098
6689,5,"26","20","500",104.6136
6693,2,"20","6","180",46.8324
6695,1,"16","14","75",74.4186
6696,6,"19","20","1350",127.458
6698,6,"19","12","800",186.2046
6707,3,"16","8","700",157.341
6708,4,"18","12","300",107.7774
6709,4,"21","20","600",113.3142
6710,3,"23","10","200",90.372
6711,5,"20","28","730",151.7322
6715,6,"18","36","2000",106.887
6718,3,"22","10","1000",85.7934
6720,5,"18","28","300",116.7366
6721,4,"22","6","500",167.487
6728,2,"18","8","400",105.9618
6731,3,"28","36","1440",71.853
6732,2,"21","4","180",53.937
6740,4,"24","6","500",100.4238
6741,6,"19","10","500",187.1862
6742,6,"27","28","2000",69.4776
6744,1,"19","4","250",37.6506
6745,3,"19","24","666",99.1626
6747,3,"21","6","400",92.2962
6752,5,"16","28","1000",247.8714
6757,6,"20","42","700",220.701
6762,6,"19","16","800",174.1194
6767,5,"19","24","450",176.6268
6768,4,"16","28","120",145.8042
6770,1,"18","6","450",35.2848
6775,3,"16","10","730",125.4156
6778,5,"21","10","250",95.2212
6783,2,"28","28","730",76.584
6792,5,"20","20","1260",198.7848
6793,6,"20","28","2000",244.7916
6794,5,"25","8","4000",133.4052
6797,6,"21","12","1000",151.7886
6798,4,"20","20","854",115.9842
6801,2,"27","12","300",48.9138
6802,6,"23","4","450",156.501
6804,6,"23","2","200",147.0018
6805,5,"26","10","300",131.406
6811,5,"16","28","370",90.6162
6812,2,"23","28","800",83.6118
6820,3,"28","2","500",44.4408
6824,5,"16","16","700",98.9292
6826,2,"41","4","200",54.2166
6829,5,"27","42","900",134.58
6832,5,"22","6","700",133.6362
6833,5,"19","4","2000",181.3902
6836,5,"21","4","250",144.33
6840,3,"21","12","750",106.6656
6842,1,"22","4","30",74.3148
6847,1,"35","12","450",46.8606
6852,4,"25","6","500",108.1866
6853,2,"18","6","100",64.5576
6854,3,"18","20","600",97.623
6856,5,"26","24","600",181.8264
6857,4,"20","20","300",117.198
6865,6,"16","20","1000",88.7616
6866,5,"17","24","900",220.4004
6870,2,"34","24","2000",69.3036
6872,4,"19","28","850",89.3526
6874,5,"27","28","1000",78.4428
6876,5,"25","12","400",101.844
6879,2,"36","12","300",67.7856
6882,6,"21","24","900",239.2884
6888,1,"16","56","50",49.4184
6890,6,"24","36","1100",120.63
6891,4,"22","2","350",52.4922
6893,4,"18","16","350",119.097
6894,4,"25","16","500",124.623
6899,4,"29","2","150",96.933
6901,3,"20","20","450",89.7528
6902,3,"32","6","450",57.4056
6904,4,"23","20","450",107.4432
6906,3,"31","8","500",104.0358
6908,3,"25","12","1300",80.4594
6909,2,"16","24","600",98.2776
6913,4,"27","10","700",76.8456
6915,4,"23","6","400",73.0254
6918,6,"25","24","600",136.3062
6925,3,"26","4","200",114.315
6927,5,"16","20","500",140.7846
6928,5,"16","10","850",139.629
6930,3,"23","8","200",55.6374
6938,4,"28","4","200",76.2048
6942,5,"23","12","800",109.4292
6943,5,"23","20","1600",122.511
6944,6,"22","12","650",122.7204
6946,4,"26","6","600",89.8956
6947,4,"18","28","700",97.9146
6952,4,"23","42","1260",107.0388
6954,3,"21","20","70",153.105
6961,4,"26","10","600",90.7878
6963,2,"22","4","150",119.2752
6964,6,"17","24","2500",263.3832
